"Dia","Mes","Ano","Estado","Comunidad","Sitio","Latitud","Longitud","Habitat","Zona","TipoProteccion","ANP","BuzoMonitor","HoraInicial","ProfundidadInicial","ProfundidadFinal","Temperatura","Visibilidad","Corriente","Transecto","Genero","Especie","GeneroEspecie","Sexo","Talla","ClaseTalla","Abundancia","RC"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",8,8,26,5,NA,1,"Haemulon","sciurus","Haemulon sciurus",NA,21,NA,12,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",8,8,26,5,NA,1,"Haemulon","sciurus","Haemulon sciurus",NA,22,NA,12,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",8,8,26,5,NA,1,"Haemulon","sciurus","Haemulon sciurus",NA,23,NA,9,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",8,8,26,5,NA,1,"Haemulon","sciurus","Haemulon sciurus",NA,25,NA,17,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",8,8,26,5,NA,1,"Scarus","coeruleus","Scarus coeruleus",NA,62,NA,10,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,33,NA,15,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Epinephelus","guttatus","Epinephelus guttatus",NA,36,NA,13,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Epinephelus","guttatus","Epinephelus guttatus",NA,43,NA,16,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Epinephelus","guttatus","Epinephelus guttatus",NA,47,NA,15,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Haemulon","sciurus","Haemulon sciurus",NA,22,NA,25,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Haemulon","sciurus","Haemulon sciurus",NA,24,NA,14,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,32,NA,13,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Mugil","curema","Mugil curema",NA,42,NA,12,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Mugil","curema","Mugil curema",NA,46,NA,11,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Mugil","curema","Mugil curema",NA,52,NA,11,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Mugil","curema","Mugil curema",NA,53,NA,12,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Muraena","lentiginosa","Muraena lentiginosa",NA,35,NA,14,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Muraena","lentiginosa","Muraena lentiginosa",NA,36,NA,14,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Muraena","lentiginosa","Muraena lentiginosa",NA,37,NA,12,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,43,NA,14,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,46,NA,10,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,48,NA,15,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,53,NA,32,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Scarus","coeruleus","Scarus coeruleus",NA,51,NA,17,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Scarus","coeruleus","Scarus coeruleus",NA,52,NA,11,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Scarus","coeruleus","Scarus coeruleus",NA,56,NA,28,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Scarus","coeruleus","Scarus coeruleus",NA,63,NA,14,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,11,NA,10,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,12,NA,15,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,14,NA,10,"Reserva - Control"
1,5,2005,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","10:20",6,6.9,25,11,NA,7,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,15,NA,15,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,15,NA,8.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,18,NA,9,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,23,NA,7.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,29,NA,3.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,33,NA,5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Epinephelus","guttatus","Epinephelus guttatus",NA,34,NA,8,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Epinephelus","guttatus","Epinephelus guttatus",NA,35,NA,6.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Epinephelus","guttatus","Epinephelus guttatus",NA,39,NA,6,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Haemulon","sciurus","Haemulon sciurus",NA,15,NA,6.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Haemulon","sciurus","Haemulon sciurus",NA,16,NA,6,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Haemulon","sciurus","Haemulon sciurus",NA,21,NA,8.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Haemulon","sciurus","Haemulon sciurus",NA,23,NA,5.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,29,NA,5.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,39,NA,13,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,43,NA,4.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,44,NA,6.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,25,NA,5.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,32,NA,7,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,37,NA,9,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,38,NA,5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,43,NA,6,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,6,NA,5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,6,NA,6.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,25,NA,6,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,30,NA,6.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",26,24.6,25,4,NA,1,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,31,NA,11,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,21,NA,7.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,23,NA,6,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,24,NA,8.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,26,NA,5.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,34,NA,7,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Epinephelus","guttatus","Epinephelus guttatus",NA,32,NA,7.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Mugil","curema","Mugil curema",NA,44,NA,5.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Muraena","lentiginosa","Muraena lentiginosa",NA,22,NA,4.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Muraena","lentiginosa","Muraena lentiginosa",NA,23,NA,7,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Muraena","lentiginosa","Muraena lentiginosa",NA,28,NA,6,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,33,NA,5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,35,NA,4.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Scarus","coeruleus","Scarus coeruleus",NA,52,NA,4,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Scarus","coeruleus","Scarus coeruleus",NA,63,NA,9,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Sparisoma","viride","Sparisoma viride",NA,27,NA,4.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Sparisoma","viride","Sparisoma viride",NA,28,NA,10.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Sparisoma","viride","Sparisoma viride",NA,36,NA,3,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","15:20",10,10.4,26,4,NA,9,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,6,NA,4.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,22,NA,4,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,25,NA,5.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,29,NA,6,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,31,NA,6,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,33,NA,7.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,38,NA,7.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Mugil","curema","Mugil curema",NA,36,NA,3.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Mugil","curema","Mugil curema",NA,37,NA,5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Mugil","curema","Mugil curema",NA,44,NA,4.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,30,NA,6.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,32,NA,6,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,34,NA,4,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,36,NA,5.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,39,NA,6,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Scarus","coeruleus","Scarus coeruleus",NA,47,NA,9,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Scarus","coeruleus","Scarus coeruleus",NA,50,NA,6,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Scarus","coeruleus","Scarus coeruleus",NA,59,NA,6,"Reserva - Control"
1,5,2005,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",26,26.5,25,11,NA,10,"Scarus","coeruleus","Scarus coeruleus",NA,62,NA,5.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","6:50",6,6.2,25,9,NA,8,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,32,NA,16.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","6:50",6,6.2,25,9,NA,8,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,39,NA,15,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","6:50",6,6.2,25,9,NA,8,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,40,NA,18,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","6:50",6,6.2,25,9,NA,8,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,42,NA,16.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","6:50",6,6.2,25,9,NA,8,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,49,NA,16.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","6:50",6,6.2,25,9,NA,8,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,59,NA,13.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","6:50",6,6.2,25,9,NA,8,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,61,NA,21,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,44,NA,21,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,48,NA,13.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,45,NA,16.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,56,NA,21,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,62,NA,16.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Mugil","curema","Mugil curema",NA,43,NA,22.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Mugil","curema","Mugil curema",NA,46,NA,10.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Mugil","curema","Mugil curema",NA,58,NA,15,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,37,NA,12,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,49,NA,7.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,51,NA,12,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,52,NA,19.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,54,NA,9,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,62,NA,16.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,69,NA,16.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Scarus","coeruleus","Scarus coeruleus",NA,36,NA,22.5,"Reserva - Control"
1,5,2005,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","12:15",27,26,27,3,NA,7,"Scarus","coeruleus","Scarus coeruleus",NA,58,NA,9,"Reserva - Control"
